"time","h"
0,14
0.73,14.17197166588008
1.46,14.348432113903582
2.19,14.529369453007863
2.92,14.714774653234791
3.65,14.904634891281793
4.38,15.098928686044287
5.11,15.297639955147302
5.84,15.50074445065567
6.57,15.708217284190923
7.3,15.920027286166523
8.03,16.136141808677085
8.76,16.356524040691507
9.49,16.581137018153427
10.22,16.809942237892407
10.95,17.042896175610146
11.68,17.27995347242712
12.41,17.521063312399146
13.14,17.766172276411243
13.87,18.015224991711047
14.6,18.26816462208974
15.33,18.52493102766107
16.06,18.785461196668354
16.79,19.049690827855265
17.52,19.317552086167858
18.25,19.58897541799086
18.98,19.86388783566864
19.71,20.14221436466083
20.44,20.423877647237344
21.17,20.70879890093218
21.9,20.996895851888617
22.63,21.288084822383617
23.36,21.582280157686032
24.09,21.879393346163624
24.82,22.179335014920206
25.55,22.48201318493701
26.28,22.787333704196765
27.01,23.095201872587133
27.74,23.40551985196096
28.47,23.718188520256927
29.2,24.033107888913754
29.93,24.350175558826326
30.66,24.669287882454068
31.39,24.99033976066865
32.12,25.31322470132725
32.85,25.637835365698564
33.58,25.964062821477082
34.31,26.291796953335027
35.04,26.620926634335948
35.77,26.951339715286217
36.5,27.28292318678714
37.23,27.615563374863488
37.96,27.949145427386412
38.69,28.28355391172747
39.42,28.618672732226525
40.15,28.954385198688918
40.88,29.290574842219097
41.61,29.62712411358494
42.34,29.963915089236565
43.07,30.30082971739175
43.8,30.637749752641326
44.53,30.97455696852941
45.26,31.31113343127771
45.99,31.647360661281496
46.72,31.983120548595767
47.45,32.31829518650515
48.18,32.65276694686117
48.91,32.986418763350805
49.64,33.319133828860785
50.37,33.65079583602309
51.1,33.98128911354444
51.83,34.31049866060278
52.56,34.6383102089855
53.29,34.964610275103496
54.02,35.28928633843394
54.75,35.61222682488745
55.48,35.933321209550265
56.21,36.25246009286169
56.94,36.56953493325781
57.67,36.8844387358073
58.4,37.19706588253661
59.13,37.50731208654076
59.86,37.815074541444
60.59,38.12025199571085
61.32,38.42274482695674
62.05,38.72245432810232
62.78,39.01928406160545
63.51,39.31313979339189
64.24,39.60392886375257
64.97,39.89156056741864
65.7,40.17594622477699
66.43,40.45699925308576
67.16,40.734633733791156
67.89,41.0087663731688
68.62,41.27931772583484
69.35,41.546209703953245
70.08,41.80936658347938
70.81,42.068715069732214
71.54,42.32418436296656
72.27,42.57570437445594
73,42.82320701158392
73.73,43.066630380427995
74.46,43.30591342670988
75.19,43.54099779132403
75.92,43.77182786809484
76.65,43.99835086153394
77.38,44.22051513201849
78.11,44.43826963442009
78.84,44.65157205301523
79.57,44.86038031863224
80.3,45.064655305785
81.03,45.26436088101256
81.76,45.45946395121861
82.49,45.64992891389453
83.22,45.83573037344756
83.95,46.016843848349794
84.68,46.1932475875011
85.41,46.36492293759445
86.14,46.531854380338345
86.87,46.694026975616346
87.6,46.851429330765754
88.33,47.00405621289464
89.06,47.15190382420845
89.79,47.29497150927443
90.52,47.433261780894334
91.25,47.566779759256896
91.98,47.6955292170619
92.71,47.81952410164676
93.44,47.938778657319475
94.17,48.0533102367089
94.9,48.16313931407641
95.63,48.268289498627325
96.36,48.368783518588934
97.09,48.464650654568004
97.82,48.555923921166304
98.55,48.642638258198076
99.28,48.724831604251115
100.01,48.802544896942585
100.74,48.87582051720979
101.47,48.94470168193324
102.2,49.00923952002607
102.93,49.069485756927826
103.66,49.12549492934339
104.39,49.177324373004325
105.12,49.22503421043021
105.85,49.26868235006448
106.58,49.308335714404066
107.31,49.34406187890136
108.04,49.37593073129953
108.77,49.40401469782135
109.5,49.42838871903663
110.23,49.44912780596807
110.96,49.46630983099466
111.69,49.48001766689248
112.42,49.49033493899748
113.15,49.497347492708165
113.88,49.50114335803026
114.61,49.50181219655416
115.34,49.49944212578261
116.07,49.494128939526625
116.8,49.485968057913965
117.53,49.4750567506517
118.26,49.461494091009
118.99,49.44538090979998
119.72,49.426816806043696
120.45,49.405905593923954
121.18,49.382753016943774
121.91,49.35746550971787
122.64,49.330150888507134
123.37,49.30091829581722
124.1,49.269877136875365
124.83,49.23713674726151
125.56,49.202810647659646
126.29,49.167011970420454
127.02,49.12985477840035
127.75,49.091454001717636
128.48,49.05192537450856
129.21,49.01138277394608
129.94,48.96994404983606
130.67,48.92772652031771
131.4,48.88484785498177
132.13,48.84142611500033
132.86,48.79757968377074
133.59,48.75342626207692
134.32,48.70908392940721
135.05,48.6646718111686
135.78,48.62030845716892
136.51,48.576112326885394
137.24,48.532201715821735
137.97,48.48869455747803
138.7,48.44570767394568
139.43,48.403358741343624
140.16,48.36176443991813
140.89,48.32104088236769
141.62,48.28130353783431
142.35,48.24266715589465
143.08,48.205245576969084
143.81,48.16915187101895
144.54,48.134498168661594
145.27,48.101395544376516
146,48.0699539674925
146.73,48.04028222582238
147.46,48.01248807237292
148.19,47.986678185855666
148.92,47.962957197954545
149.65,47.941428570291855
150.38,47.92219422663606
151.11,47.905354478218975
151.84,47.891007949053034
152.57,47.879253082480226
153.3,47.870184455908856
154.03,47.863895465183575
154.76,47.86047762856129
155.49,47.860020461505535
156.22,47.8626114056758
156.95,47.868336994762075
157.68,47.8772812344697
158.41,47.88952468492939
159.14,47.90514633882783
159.87,47.92422284523988
160.6,47.94682844417015
161.33,47.97303531015006
162.06,48.00291548119331
162.79,48.036534622927945
163.52,48.07395737174029
164.25,48.11524573656668
164.98,48.16045904071753
165.71,48.20965386370127
166.44,48.26288684006154
167.17,48.32020913352622
167.9,48.381668872961896
168.63,48.44731199206125
169.36,48.51718152712141
170.09,48.59131756769248
170.82,48.669758592338354
171.55,48.75254150477833
172.28,48.83969635607937
173.01,48.93125194189727
173.74,49.027234018037085
174.47,49.1276652612376
175.2,49.232565229955995
175.93,49.341955201325916
176.66,49.455846926263355
177.39,49.57425126725264
178.12,49.69717610611518
178.85,49.824626186484046
179.58,49.956603085766105
180.31,50.09310789696876
181.04,50.23413769240748
181.77,50.379683910227655
182.5,50.529736378735336
183.23,50.68428180295609
183.96,50.843303748517634
184.69,51.00678336369239
185.42,51.17470259838498
186.15,51.347033907998444
186.88,51.52374930629818
187.61,51.70481777183632
188.34,51.89020524418116
189.07,52.07987462014667
189.8,52.27378984320201
190.53,52.47190797266116
191.26,52.6741829738671
191.99,52.88056682188672
192.72,53.09100862393885
193.45,53.30545462807053
194.18,53.523849951280035
194.91,53.74613852547452
195.64,53.97225701255509
196.37,54.202141501571994
197.1,54.43572545110621
197.83,54.672939710162865
198.56,54.9137125390646
199.29,55.15797478448971
200.02,55.405647981867524
200.75,55.65665372273612
201.48,55.910911363658116
202.21,56.1683379609212
202.94,56.428848303094675
203.67,56.692357448235185
204.4,56.95877741161191
205.13,57.22801597353772
205.86,57.49998026255644
206.59,57.77457546829928
207.32,58.051704884841335
208.05,58.33127056606463
208.78,58.61317578233083
209.51,58.89731717233294
210.24,59.1835917948327
210.97,59.47189517431941
211.7,59.762121354016095
212.43,60.0541629488856
213.16,60.34791395190699
213.89,60.64326439354864
214.62,60.94010309156144
215.35,61.23831833153842
216.08,61.537797364255525
216.81,61.83842646692141
217.54,62.14009196327128
218.27,62.44268016045549
219,62.74607422234215
219.73,63.05015779058751
220.46,63.354813940006274
221.19,63.659925246441034
221.92,63.96537385463189
222.65,64.27104370334824
223.38,64.57681557439936
224.11,64.8825711442158
224.84,65.18819202578219
225.57,65.49355981638443
226.3,65.79855617029875
227.03,66.10306355547563
227.76,66.40696438578344
228.49,66.71014082279716
229.22,67.01247576666205
229.95,67.31385258244197
230.68,67.61415517570053
231.41,67.91326812759907
232.14,68.21107698171814
232.87,68.50746760728529
233.6,68.80232691177349
234.33,69.09554273435465
235.06,69.38700392236761
235.79,69.67660040778622
236.52,69.96422289681303
237.25,70.24976371263834
237.98,70.53311647311848
238.71,70.81417609515847
239.44,71.09283894485814
240.17,71.36900291283958
240.9,71.64256702197991
241.63,71.91343160482246
242.36,72.18149983614198
243.09,72.44667615108087
243.82,72.70886683827086
244.55,72.96798011202179
245.28,73.22392618451038
246.01,73.47661504730236
246.74,73.72596190440684
247.47,73.97188293966273
248.2,74.21429653899341
248.93,74.45312336734317
249.66,74.68828643581314
250.39,74.91970952073142
251.12,75.14731955972574
251.85,75.37104722338991
252.58,75.59082489011193
253.31,75.80658751493031
254.04,76.01827268983632
254.77,76.22582010733808
255.5,76.42916971489227
256.23,76.62826841925973
256.96,76.82306416270978
257.69,77.01350769953042
258.42,77.19955264789718
259.15,77.38115554174257
259.88,77.55827250551425
260.61,77.73086606690754
261.34,77.89890155846285
262.07,78.0623466773333
262.8,78.22117214279947
263.53,78.37535173833014
264.26,78.52486068072623
264.99,78.66967616851049
265.72,78.80978230583416
266.45,78.94516448397353
267.18,79.0758112026719
267.91,79.2017141012762
268.64,79.32286797440518
269.37,79.43926548647562
270.1,79.55090974475667
270.83,79.65780417578713
271.56,79.75995532749505
272.29,79.85737288858442
273.02,79.950069707922
273.75,80.03805879901998
274.48,80.12135773139525
275.21,80.19998931043692
275.94,80.27397798178103
276.67,80.34335125927089
277.4,80.4081397320801
278.13,80.46837614451567
278.86,80.52409274022557
279.59,80.5753308922076
280.32,80.62213237825088
281.05,80.66454190024683
281.78,80.70260707885937
282.51,80.7363784481947
283.24,80.76590514752485
283.97,80.79124361955849
284.7,80.81245274368963
285.43,80.82959337428242
286.16,80.84272906036128
286.89,80.85192602796927
287.62,80.85725129926999
288.35,80.85877338860595
289.08,80.85656737004395
289.81,80.85070884000487
290.54,80.8412758036046
291.27,80.82834864516909
292,80.81201004793996
292.73,80.79234007671656
293.46,80.76942781199295
294.19,80.74336183936032
294.92,80.7142328123735
295.65,80.682133412004
296.38,80.6471583060934
297.11,80.60940160701162
297.84,80.56896054864342
298.57,80.52593578291292
299.3,80.4804285103519
300.03,80.43254156172189
300.76,80.38237934748139
301.49,80.33004713120103
302.22,80.27564923603092
302.95,80.21929554361775
303.68,80.16109545464549
304.41,80.10115956701986
305.14,80.03959961668919
305.87,79.97652841846501
306.6,79.91205729653392
307.33,79.84630115374412
308.06,79.77937545641069
308.79,79.71139600610971
309.52,79.64247927687941
310.25,79.57274234896443
310.98,79.50230198334454
311.71,79.43127495047852
312.44,79.35978015410058
313.17,79.28793591439016
313.9,79.2158607455061
314.63,79.14367328401141
315.36,79.07149219030298
316.09,78.99943460187946
316.82,78.9276196242548
317.55,78.85616535169393
318.28,78.78518959229076
319.01,78.71480979297179
319.74,78.64514296449987
320.47,78.57630524094787
321.2,78.50841236055211
321.93,78.44157961008467
322.66,78.37592136073717
323.39,78.3115511504706
324.12,78.24858160758684
324.85,78.18712442304226
325.58,78.12729038660704
326.31,78.06918886896
327.04,78.01292815220518
327.77,77.95861523558193
328.5,77.9063557596316
329.23,77.85625393036368
329.96,77.80841338158025
330.69,77.76293516385945
331.42,77.71991881722434
332.15,77.67946232297885
332.88,77.64166188944776
333.61,77.60661187874929
334.34,77.57440548743591
335.07,77.54513427148594
335.8,77.51888628136281
336.53,77.49574820933589
337.26,77.47580460458616
337.99,77.45913780452695
338.72,77.44582793752141
339.45,77.43595553218508
340.18,77.42959489997642
340.91,77.42681943397919
341.64,77.42770006656889
342.37,77.43230520710307
343.1,77.44070067961161
343.83,77.45295174604745
344.56,77.4691198023173
345.29,77.48926237077848
346.02,77.51343512418403
346.75,77.54169096220146
347.48,77.57407995712535
348.21,77.61065011055851
348.94,77.65144897256556
349.67,77.69651671148189
350.4,77.7458924508156
351.13,77.79961235750588
351.86,77.85770959709721
352.59,77.92021428891378
353.32,77.98715735166776
354.05,78.05856235843471
354.78,78.13445043192935
355.51,78.21484017055315
356.24,78.29974706888393
356.97,78.38918348350116
357.7,78.48316056356704
358.43,78.58168703194376
359.16,78.68476480489497
359.89,78.79239448340896
360.62,78.90457353569676
361.35,79.02129627457442
362.08,79.14255401170628
362.81,79.26834001441689
363.54,79.3986371459986
364.27,79.53342799838403
365,79.67269207541841
365,79.67269207541841
