"time","h"
0,14
5,13.912772707026923
10,13.82608792147308
15,13.739942696466544
20,13.654333736021957
25,13.569257965889442
30,13.484712640920133
35,13.400694203588163
40,13.31719937444757
45,13.234225392240257
50,13.151769214390223
55,13.069827028900102
60,12.988395831403526
65,12.907472286084255
70,12.827052911183324
75,12.747134463216838
80,12.667713799876353
85,12.58878782249891
90,12.510353213876831
95,12.432407169460543
100,12.35494666245064
105,12.277968526228813
110,12.201470071768588
115,12.125448355560351
120,12.049900493639575
125,11.974823232833332
130,11.900213715968617
135,11.826068959275533
140,11.752385974189993
145,11.679161767353692
150,11.606393764566764
155,11.53407945537193
160,11.462215781819022
165,11.390799990422005
170,11.319829354004831
175,11.249300828695864
180,11.179211714343078
185,11.109559317959754
190,11.04034090701155
195,10.971553771526471
200,10.903195291000399
205,10.835262755513739
210,10.767753511193092
215,10.700664920975518
220,10.633994348908548
225,10.567739164618052
230,10.50189678605353
235,10.436464632506224
240,10.371440138863674
245,10.306820787979458
250,10.242604055285772
255,10.178787425109103
260,10.115368406833143
265,10.052344526743946
270,9.989713328029925
275,9.927472370781864
280,9.865619231992907
285,9.80415150555857
290,9.74306674492228
295,9.682362470838779
300,9.622036397990174
305,9.562086169303132
310,9.502509443109014
315,9.443303893143879
320,9.384467208548497
325,9.32599709386832
330,9.267891269053518
335,9.210147469458947
340,9.152763388501883
345,9.095736823469723
350,9.039065554067019
355,8.982747372819336
360,8.926780087367396
365,8.871161520467105
370,8.815889509989532
375,8.760961908920915
380,8.706376585362667
385,8.652131292885555
390,8.598223888574699
395,8.544652353042594
400,8.491414598768767
405,8.438508552351967
410,8.38593215451018
415,8.333683360080594
420,8.281760138019642
425,8.230160471402964
430,8.178882322941798
435,8.127923529978988
440,8.077282236572046
445,8.026956467848668
450,7.976944262140448
455,7.927243670982863
460,7.877852759115299
465,7.828769604481032
470,7.77999229822723
475,7.731518944704963
480,7.683347518943867
485,7.635476192823124
490,7.587903130555032
495,7.54062647696527
500,7.493644389329555
505,7.446955037373631
510,7.400556603273286
515,7.354447281654341
520,7.308625279592649
525,7.263088772306351
530,7.217835933088474
535,7.172865048615404
540,7.128174363178383
545,7.083762132129501
550,7.039626621816104
555,6.9957661095151815
560,6.952178883367774
565,6.908863242313366
570,6.865817495788826
575,6.823039933892447
580,6.78052890442725
585,6.738282745948702
590,6.696299807152386
595,6.654578446792514
600,6.613117033600435
605,6.571913946203146
610,6.530967573041793
615,6.490276312290182
620,6.449838589372625
625,6.409652825322833
630,6.369717441200666
635,6.330030876428228
640,6.290591580094023
645,6.25139801088741
650,6.2124486370330585
655,6.173741936225397
660,6.1352763955630705
665,6.0970505135264155
670,6.0590628030987785
675,6.021311774709085
680,5.983795953432407
685,5.94651387353348
690,5.9094640784065495
695,5.872645120515212
700,5.836055561332248
705,5.799693971279475
710,5.763558929667576
715,5.72764902896896
720,5.691962864692095
725,5.6564990423016415
730,5.621256176616881
735,5.586232891104798
740,5.551427817822684
745,5.5168395973607245
750,5.482466878784606
755,5.448308319578112
760,5.414362585844331
765,5.38062835197433
770,5.34710430017042
775,5.313789121078782
780,5.280681513483735
785,5.247780184250658
790,5.215083848268925
795,5.1825912283948385
800,5.150301055394547
805,5.118212067886991
810,5.086323012286826
815,5.054632642747349
820,5.023139721103439
825,4.991843016814474
830,4.960741306907271
835,4.92983337591902
840,4.899118015840196
845,4.868594026057513
850,4.838260213296836
855,4.808115415872764
860,4.778158450747025
865,4.748388137632151
870,4.718803313612455
875,4.689402822948284
880,4.660185517023175
885,4.631150254291006
890,4.602295900223138
895,4.573621327255577
900,4.545125414736114
905,4.516807048871481
910,4.488665122674499
915,4.460698535911229
920,4.4329061950481226
925,4.405287013199166
930,4.377839910073041
935,4.350563811920268
940,4.323457651480355
945,4.296520367928955
950,4.269750974690012
955,4.243148380606269
960,4.216711539265447
965,4.190439417411522
970,4.16433098811262
975,4.138385230712531
980,4.11260113078224
985,4.086977680071448
990,4.061513876460094
995,4.036208723909877
1000,4.011061232415781
1005,3.9860704179575923
1010,3.961235302451429
1015,3.9365549137012623
1020,3.9120282853504333
1025,3.8876544568331832
1030,3.8634324733261707
1035,3.839361385699998
1040,3.815440265548403
1045,3.7916682853686527
1050,3.7680444187380666
1055,3.744567742330993
1060,3.721237338486315
1065,3.698052295164602
1070,3.675011705905271
1075,3.6521146697837374
1080,3.6293602913685783
1085,3.6067476806786876
1090,3.5842759531404322
1095,3.5619442295448085
1100,3.539751636004602
1105,3.517697303911544
1110,3.4957803698934655
1115,3.473999975771459
1120,3.4523552685170316
1125,3.430845400209266
1130,3.409469527991973
1135,3.3882268528612474
1140,3.367116594542108
1145,3.3461378616342317
1150,3.325289834122282
1155,3.3045716970159917
1160,3.283982640311688
1165,3.2635218589538297
1170,3.2431885527965365
1175,3.2229819265651245
1180,3.202901189817632
1185,3.182945556906357
1190,3.163114246939386
1195,3.1434064837421274
1200,3.123821495818842
1205,3.1043585163141776
1210,3.085016782974699
1215,3.065795538110419
1220,3.0466940737576382
1225,3.0277116705875966
1230,3.0088475369973566
1235,2.990100936239921
1240,2.971471136125081
1245,2.9529574089857666
1250,2.934559031644404
1255,2.9162752853792746
1260,2.8981054558908634
1265,2.8800488332682184
1270,2.8621047119553045
1275,2.8442723907173577
1280,2.8265511726072443
1285,2.808940364931809
1290,2.791439279218236
1295,2.774047231180403
1300,2.756763540685234
1305,2.7395875490558512
1310,2.7225185876662477
1315,2.7055559767174664
1320,2.6886990533616446
1325,2.6719471587983765
1330,2.6552996382427394
1335,2.63875584089332
1340,2.6223151199002452
1345,2.6059768323332007
1350,2.5897403391494667
1355,2.573605005161939
1360,2.5575701990071567
1365,2.5416352931133277
1370,2.5257996636683604
1375,2.5100626905878842
1380,2.4944237574832777
1385,2.478882251629701
1390,2.463437609422951
1395,2.4480892194980335
1400,2.4328364598214796
1405,2.417678734282892
1410,2.4026154504192214
1415,2.387646019386688
1420,2.372769855932699
1425,2.357986378367779
1430,2.343295008537486
1435,2.328695171794336
1440,2.314186296969725
1445,2.299767816345853
